customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
AA71604,oregon,f,bachelor,588174,36234,83,0,Personal Auto,four-door car,354
